BOLD sample ID	Family	Species	GenBank Accession	Sequence length	Country	Lat	Lon
ZMUO.003398	Carabidae	Bembidion doris	KJ966028	658[0n]	Finland	59.837	23.164
ZMUO.003419	Carabidae	Bembidion doris	KJ962295	658[0n]	Finland	59.837	23.164
ZMUO.004884	Carabidae	Bembidion doris	KJ965961	658[0n]	Finland	60.150	24.689
ZMUO.004986	Carabidae	Bembidion femoratum	KJ963603	658[0n]	Finland	60.224	25.164
ZMUO.002986	Carabidae	Bembidion femoratum	KJ962738	658[0n]	Finland	69.409	25.817
ZMUO.006871	Carabidae	Bembidion femoratum	KJ964299	658[0n]	Finland	65.901	24.471
ZMUO.002485	Carabidae	Bembidion femoratum	KJ966432	645[0n]	Finland	68.390	28.067
ZMUO.002047	Carabidae	Bembidion femoratum	KJ965875	644[1n]	Finland	69.984	27.985
ZMUO.001396	Carabidae	Bembidion femoratum	KJ966978	597[0n]	Finland	67.371	23.762
ZMUO.001367	Carabidae	Bembidion femoratum	KJ965423	658[0n]	Finland	65.037	24.564
ZMUO.001507	Carabidae	Bembidion femoratum	KJ963911	625[0n]	Finland	65.001	25.227
ZMUO.004430	Carabidae	Bembidion gilvipes	KJ965416	627[0n]	Finland	60.187	25.144
ZMUO.005345	Carabidae	Bembidion gilvipes	KJ966447	622[0n]	Finland	60.187	25.144
ZMUO.003405	Carabidae	Bembidion gilvipes	KJ965158	657[1n]	Finland	59.837	23.164
ZMUO.005459	Carabidae	Bembidion gilvipes	KJ966777	620[0n]	Finland	61.456	27.403
ZMUO.004733	Carabidae	Bembidion grapii	KJ964478	658[0n]	Finland	65.132	25.945
ZMUO.006124	Carabidae	Bembidion guttula	KJ964674	658[0n]	Finland	66.172	23.860
ZMUO.004505	Carabidae	Bembidion guttula	KJ962678	656[2n]	Finland	59.915	23.226
ZMUO.004506	Carabidae	Bembidion guttula	KJ965488	658[0n]	Finland	59.915	23.226
ZMUO.000815	Carabidae	Bembidion guttula	KJ963059	572[1n]	Finland	60.435	26.870
ZMUO.000833	Carabidae	Bembidion guttula	KJ964170	658[0n]	Finland	60.435	26.870
ZMUO.004072	Carabidae	Bembidion guttula	KJ962653	658[0n]	Finland	60.190	25.137
ZMUO.002046	Carabidae	Bembidion hastii	KJ962453	658[0n]	Finland	69.984	27.985
ZMUO.002048	Carabidae	Bembidion hastii	KJ967463	658[0n]	Finland	69.984	27.985
ZMUO.002049	Carabidae	Bembidion hastii	KJ965411	658[0n]	Finland	69.984	27.985
ZMUO.005952	Carabidae	Bembidion illigeri	KJ967244	658[0n]	Sweden	56.938	16.406
ZMUO.005953	Carabidae	Bembidion illigeri	KJ966948	658[0n]	Sweden	56.938	16.406
ZMUO.004434	Carabidae	Bembidion lampros	KJ963189	658[0n]	Finland	60.179	24.707
ZMUO.006516	Carabidae	Bembidion lampros	KJ965594	627[1n]	Finland	61.554	29.512
ZMUO.001409	Carabidae	Bembidion lampros	KJ963802	658[0n]	Finland	61.497	25.698
ZMUO.005121	Carabidae	Bembidion lampros	KJ966666	658[0n]	Finland	61.442	27.381
ZMUO.004919	Carabidae	Bembidion lampros	KJ965203	658[0n]	Finland	60.150	24.702
ZMUO.004699	Carabidae	Bembidion lampros	KJ965309	658[0n]	Finland	59.957	23.067
ZMUO.007032	Carabidae	Bembidion lapponicum	KJ967437	658[0n]	Finland	68.091	24.103
ZMUO.006587	Carabidae	Bembidion litorale	KJ965650	658[0n]	Finland	66.288	29.646
ZMUO.006591	Carabidae	Bembidion litorale	KJ967393	658[0n]	Finland	66.288	29.646
ZMUO.006606	Carabidae	Bembidion litorale	KJ966278	658[0n]	Finland	66.288	29.646
ZMUO.001638	Carabidae	Bembidion minimum	KJ961794	658[0n]	Finland	59.927	20.980
ZMUO.001639	Carabidae	Bembidion minimum	KJ965421	658[0n]	Finland	59.927	20.980
ZMUO.001878	Carabidae	Bembidion minimum	KJ964967	658[0n]	Finland	59.934	20.947
ZMUO.004848	Carabidae	Bembidion obliquum	KJ967227	607[1n]	Finland	60.242	24.665
ZMUO.005394	Carabidae	Bembidion obliquum	KJ965753	579[0n]	Finland	61.456	27.403
ZMUO.002069	Carabidae	Bembidion obliquum	KJ965641	609[0n]	Finland	60.178	19.786
ZMUO.005780	Carabidae	Bembidion obliquum	KJ965151	658[0n]	Finland	66.291	29.630
ZMUO.005781	Carabidae	Bembidion obliquum	KJ967143	658[0n]	Finland	66.291	29.630
ZMUO.005962	Carabidae	Bembidion obliquum	KJ965431	624[3n]	Sweden	56.938	16.406
ZMUO.007348	Carabidae	Bembidion obtusum	KJ967021	658[0n]	Finland	60.165	19.536
ZMUO.007349	Carabidae	Bembidion obtusum	KJ965042	658[0n]	Finland	60.165	19.536
ZMUO.007350	Carabidae	Bembidion obtusum	KJ963203	658[0n]	Finland	60.165	19.536
ZMUO.005111	Carabidae	Bembidion obtusum	KJ966291	658[0n]	Finland	60.240	19.484
ZMUO.004187	Carabidae	Bembidion prasinum	KJ962772	658[0n]	Finland	67.373	23.762
ZMUO.004188	Carabidae	Bembidion prasinum	KJ963729	658[0n]	Finland	67.373	23.762
ZMUO.004189	Carabidae	Bembidion prasinum	KJ966782	658[0n]	Finland	67.373	23.762
ZMUO.005782	Carabidae	Bembidion prasinum	KJ966149	658[0n]	Finland	66.291	29.630
ZMUO.005783	Carabidae	Bembidion prasinum	KJ962594	658[0n]	Finland	66.291	29.630
ZMUO.004503	Carabidae	Bembidion properans	KJ964902	658[0n]	Finland	59.915	23.226
ZMUO.004869	Carabidae	Bembidion properans	KJ964880	512[4n]	Finland	60.155	24.718
ZMUO.002311	Carabidae	Bembidion properans	KJ961866	658[0n]	Finland	60.228	19.686
ZMUO.007477	Carabidae	Bembidion pygmaeum	KJ962065	658[0n]	Estonia	58.253	26.411
ZMUO.007478	Carabidae	Bembidion pygmaeum	KJ965843	658[0n]	Estonia	58.253	26.411
ZMUO.007479	Carabidae	Bembidion pygmaeum	KJ963836	658[0n]	Estonia	58.253	26.411
ZMUO.004533	Carabidae	Bembidion quadrimaculatum	KJ963208	657[1n]	Finland	59.825	23.010
ZMUO.005671	Carabidae	Bembidion quadrimaculatum	KJ967292	632[0n]	Finland	60.165	19.534
ZMUO.004859	Carabidae	Bembidion quadrimaculatum	KJ963128	644[0n]	Finland	60.242	24.665
ZMUO.000468	Carabidae	Bembidion quadrimaculatum	KJ964164	644[0n]	Finland	64.969	24.720
ZMUO.000832	Carabidae	Bembidion quadrimaculatum	KJ965585	658[0n]	Finland	60.435	26.870
ZMUO.002060	Carabidae	Bembidion quadrimaculatum	KJ965339	616[0n]	Finland	60.154	19.600
ZMUO.001508	Carabidae	Bembidion quadrimaculatum	KJ962844	658[0n]	Finland	65.001	25.227
ZMUO.006956	Carabidae	Bembidion ruficolle	KJ966134	658[0n]	Finland	65.812	24.692
ZMUO.006957	Carabidae	Bembidion ruficolle	KJ967371	658[0n]	Finland	65.812	24.692
ZMUO.006960	Carabidae	Bembidion ruficolle	KJ966677	658[0n]	Finland	65.812	24.692
ZMUO.003144	Carabidae	Bembidion saxatile	KJ962084	658[0n]	Finland	65.901	24.471
ZMUO.003146	Carabidae	Bembidion saxatile	KJ962534	658[0n]	Finland	65.901	24.471
ZMUO.004192	Carabidae	Bembidion saxatile	KJ962861	658[0n]	Finland	67.373	23.762
ZMUO.004193	Carabidae	Bembidion saxatile	KJ962713	658[0n]	Finland	67.373	23.762
ZMUO.002484	Carabidae	Bembidion saxatile	KJ962627	644[1n]	Finland	68.390	28.067
ZMUO.003348	Carabidae	Bembidion saxatile	KJ966772	658[0n]	Finland	60.013	20.966
ZMUO.003361	Carabidae	Bembidion schuppelii	KJ964409	658[0n]	Finland	64.969	24.723
ZMUO.004184	Carabidae	Bembidion schuppelii	KJ962859	658[0n]	Finland	67.373	23.762
ZMUO.004918	Carabidae	Bembidion tetracolum	KJ963727	658[0n]	Finland	60.139	24.652
ZMUO.005087	Carabidae	Bembidion tetracolum	KJ965967	658[0n]	Finland	60.114	19.975
ZMUO.004328	Carabidae	Bembidion tetracolum	KJ964294	630[0n]	Finland	60.247	24.755
ZMUO.006095	Carabidae	Bembidion tinctum	KJ963889	658[0n]	Finland	66.172	23.860
ZMUO.000576	Carabidae	Bembidion transparens	KJ962181	652[6n]	Finland	64.969	24.720
ZMUO.001112	Carabidae	Bembidion transparens	KJ962044	654[4n]	Finland	60.233	19.919
ZMUO.001113	Carabidae	Bembidion transparens	KJ965501	622[0n]	Finland	60.233	19.919
ZMUO.001612	Carabidae	Bembidion transparens	KJ966345	657[1n]	Finland	64.969	24.720
ZMUO.001492	Carabidae	Bembidion velox	KJ964590	658[0n]	Finland	64.970	24.723
ZMUO.004190	Carabidae	Bembidion virens	KJ965480	658[0n]	Finland	67.373	23.762
ZMUO.004191	Carabidae	Bembidion virens	KJ962342	658[0n]	Finland	67.373	23.762
ZMUO.002486	Carabidae	Bembidion virens	KJ962632	658[0n]	Finland	68.390	28.067
ZMUO.002487	Carabidae	Bembidion virens	KJ962383	658[0n]	Finland	68.390	28.067
ZMUO.002488	Carabidae	Bembidion virens	KJ966274	625[0n]	Finland	68.390	28.067
ZMUO.002045	Carabidae	Bembidion virens	KJ965025	658[0n]	Finland	69.984	27.985
ZMUO.004162	Hydrophilidae	Berosus luridus	KJ963174	658[0n]	Estonia	58.272	26.392
ZMUO.003141	Hydrophilidae	Berosus luridus	KJ966265	658[0n]	Finland	65.901	24.471
ZMUO.001093	Hydrophilidae	Berosus luridus	KJ963306	658[0n]	Finland	60.233	19.919
ZMUO.001094	Hydrophilidae	Berosus luridus	KJ966115	658[0n]	Finland	60.233	19.919
ZMUO.003188	Hydrophilidae	Berosus luridus	KJ964625	658[0n]	Finland	68.460	28.433
ZMUO.007840	Staphylinidae	Bibloplectus ambiguus	KJ966486	658[0n]	Finland	60.216	20.237
ZMUO.007858	Staphylinidae	Bibloporus minutus	KJ966452	629[0n]	Finland	61.558	29.550
ZMUO.004367	Dytiscidae	Bidessus grossepunctatus	KJ967349	658[0n]	Finland	60.071	24.574
ZMUO.004368	Dytiscidae	Bidessus grossepunctatus	KJ966946	658[0n]	Finland	60.071	24.574
ZMUO.007338	Staphylinidae	Bisnius fimetarius	KJ962035	658[0n]	Finland	60.263	19.978
ZMUO.007339	Staphylinidae	Bisnius fimetarius	KJ963356	658[0n]	Finland	60.263	19.978
ZMUO.006755	Staphylinidae	Bisnius fimetarius	KJ966764	658[0n]	Finland	61.510	29.577
ZMUO.006768	Staphylinidae	Bisnius fimetarius	KJ965276	658[0n]	Finland	61.510	29.577
ZMUO.002338	Staphylinidae	Bisnius nigriventris	KJ963436	658[0n]	Finland	64.969	24.720
ZMUO.000761	Staphylinidae	Bisnius puella	KJ964624	658[0n]	Finland	67.233	28.388
ZMUO.000764	Staphylinidae	Bisnius puella	KJ966411	658[0n]	Finland	67.233	28.388
ZMUO.000776	Staphylinidae	Bisnius puella	KJ962821	658[0n]	Finland	67.233	28.388
ZMUO.002017	Staphylinidae	Bisnius scoticus	KJ965355	561[0n]	Finland	69.863	27.014
ZMUO.002020	Staphylinidae	Bisnius scoticus	KJ962081	560[1n]	Finland	69.863	27.014
ZMUO.003956	Staphylinidae	Bisnius subuliformis	KJ962122	658[0n]	Finland	65.137	25.855
ZMUO.006240	Staphylinidae	Bisnius subuliformis	KJ966032	658[0n]	Finland	65.818	24.928
MP00266	Zopheridae	Bitoma crenata	HM909091	658[0n]	Finland	64.981	25.729
ZMUO.006642	Zopheridae	Bitoma crenata	KJ962176	658[0n]	Finland	61.071	28.750
ZMUO.006643	Zopheridae	Bitoma crenata	KJ962118	658[0n]	Finland	61.071	28.750
ZMUO.003286	Staphylinidae	Bledius arcticus	KJ965172	630[0n]	Finland	68.657	27.525
ZMUO.003287	Staphylinidae	Bledius arcticus	KJ962404	615[0n]	Finland	68.657	27.525
MP00235	Staphylinidae	Bledius arcticus	HM909077	658[0n]	Finland	62.401	30.925
ZMUO.007130	Staphylinidae	Bledius arcticus	KJ963986	574[1n]	Finland	66.291	29.630
ZMUO.007127	Staphylinidae	Bledius erraticus	KJ962805	633[0n]	Finland	66.291	29.630
ZMUO.006574	Staphylinidae	Bledius erraticus	KJ962082	658[0n]	Finland	66.369	29.478
ZMUO.006600	Staphylinidae	Bledius erraticus	KJ967146	658[0n]	Finland	66.288	29.646
ZMUO.003757	Staphylinidae	Bledius gallicus	KJ962390	658[0n]	Finland	59.832	23.089
ZMUO.003758	Staphylinidae	Bledius gallicus	KJ964175	658[0n]	Finland	59.832	23.089
ZMUO.003760	Staphylinidae	Bledius gallicus	KJ962377	658[0n]	Finland	59.832	23.089
ZMUO.002404	Staphylinidae	Bledius gallicus	KJ963542	658[0n]	Finland	65.024	25.427
ZMUO.001384	Staphylinidae	Bledius gallicus	KJ962146	658[0n]	Finland	59.840	23.020
ZMUO.003759	Staphylinidae	Bledius opacus	KJ962391	658[0n]	Finland	59.832	23.089
ZMUO.007128	Staphylinidae	Bledius opacus	KJ962345	658[0n]	Finland	66.291	29.630
ZMUO.007129	Staphylinidae	Bledius opacus	KJ967301	652[0n]	Finland	66.291	29.630
ZMUO.007131	Staphylinidae	Bledius opacus	KJ961910	658[0n]	Finland	66.291	29.630
ZMUO.002997	Staphylinidae	Bledius poppiusi	KJ966434	658[0n]	Finland	68.499	28.101
ZMUO.002998	Staphylinidae	Bledius poppiusi	KJ961808	658[0n]	Finland	68.499	28.101
ZMUO.003372	Staphylinidae	Bledius poppiusi	KJ966794	658[0n]	Finland	68.454	28.421
ZMUO.003373	Staphylinidae	Bledius poppiusi	KJ965056	658[0n]	Finland	68.454	28.421
ZMUO.003288	Staphylinidae	Bledius poppiusi	KJ963517	658[0n]	Finland	68.657	27.525
ZMUO.001478	Staphylinidae	Bledius poppiusi	KJ966240	658[0n]	Finland	69.909	27.038
ZMUO.001479	Staphylinidae	Bledius poppiusi	KJ965698	658[0n]	Finland	69.909	27.038
ZMUO.001485	Staphylinidae	Bledius spectabilis	KJ965901	658[0n]	Finland	59.837	23.084
ZMUO.004132	Staphylinidae	Bledius subterraneus	KJ963412	658[0n]	Finland	68.634	27.500
ZMUO.004133	Staphylinidae	Bledius subterraneus	KJ964174	658[0n]	Finland	68.634	27.500
ZMUO.006599	Staphylinidae	Bledius subterraneus	KJ965271	658[0n]	Finland	66.288	29.646
ZMUO.002987	Staphylinidae	Bledius talpa	KJ964252	658[0n]	Finland	69.409	25.817
ZMUO.003243	Staphylinidae	Bledius talpa	KJ964454	658[0n]	Finland	69.376	25.821
ZMUO.001394	Staphylinidae	Bledius talpa	KJ963344	658[0n]	Finland	67.371	23.762
ZMUO.001395	Staphylinidae	Bledius talpa	KJ961757	658[0n]	Finland	67.371	23.762
ZMUO.001411	Staphylinidae	Bledius talpa	KJ962394	658[0n]	Finland	61.497	25.698
ZMUO.002067	Staphylinidae	Bledius talpa	KJ965177	658[0n]	Finland	60.178	19.786
ZMUO.002070	Staphylinidae	Bledius talpa	KJ963353	658[0n]	Finland	60.178	19.786
ZMUO.002006	Staphylinidae	Bledius tricornis	KJ965977	658[0n]	Finland	60.228	19.686
ZMUO.002076	Staphylinidae	Bolitochara pulchra	KJ965936	658[0n]	Finland	66.324	29.577
ZMUO.001667	Staphylinidae	Bolitochara pulchra	KJ963167	658[0n]	Finland	66.373	29.314
ZMUO.004014	Staphylinidae	Bolitochara pulchra	KJ962412	658[0n]	Finland	64.391	25.881
ZMUO.003743	Staphylinidae	Bolitochara pulchra	KJ965832	658[0n]	Finland	66.378	29.440
ZMUO.003299	Tenebrionidae	Bolitophagus reticulatus	KJ963690	658[0n]	Estonia	58.278	27.328
ZMUO.006533	Tenebrionidae	Bolitophagus reticulatus	KJ967060	658[0n]	Finland	65.019	25.433
ZMUO.005280	Tenebrionidae	Bolitophagus reticulatus	KJ967071	658[0n]	Finland	61.827	27.627
ZMUO.007381	Staphylinidae	Boreaphilus henningianus	KJ963941	658[0n]	Finland	67.011	27.221
ZMUO.003002	Staphylinidae	Boreaphilus henningianus	KJ964476	658[0n]	Finland	68.571	27.313
ZMUO.002499	Staphylinidae	Boreaphilus henningianus	KJ962015	658[0n]	Finland	70.059	27.889
ZMUO.002500	Staphylinidae	Boreaphilus henningianus	KJ963280	658[0n]	Finland	70.059	27.889
ZMUO.001281	Staphylinidae	Boreaphilus henningianus	KJ965456	658[0n]	Finland	70.007	27.536
ZMUO.000650	Staphylinidae	Boreophilia eremita	KJ963286	658[0n]	Finland	65.116	25.829
ZMUO.006817	Staphylinidae	Boreophilia eremita	KJ965816	658[0n]	Finland	65.781	24.212
ZMUO.001260	Staphylinidae	Boreophilia eremita	KJ965976	565[2n]	Finland	70.009	27.507
ZMUO.001262	Staphylinidae	Boreophilia eremita	KJ964811	658[0n]	Finland	70.009	27.507
ZMUO.001263	Staphylinidae	Boreophilia eremita	KJ966313	582[0n]	Finland	70.009	27.507
ZMUO.001266	Staphylinidae	Boreophilia eremita	KJ966458	583[0n]	Finland	70.009	27.507
ZMUO.002471	Staphylinidae	Boreophilia sp.	KJ965200	658[0n]	Finland	68.421	27.440
ZMUO.001248	Staphylinidae	Boreostiba sibirica	KJ964576	614[0n]	Finland	70.007	27.536
ZMUO.001272	Staphylinidae	Boreostiba sibirica	KJ963901	658[0n]	Finland	70.009	27.507
ZMUO.001283	Staphylinidae	Boreostiba sibirica	KJ965791	538[3n]	Finland	70.007	27.536
ZMUO.001288	Staphylinidae	Boreostiba sibirica	KJ961767	656[2n]	Finland	70.007	27.536
ZMUO.004166	Boridae	Boros schneideri	KJ964317	658[0n]	Finland	64.244	30.379
ZMUO.007342	Curculionidae	Bothrynoderes affinis	KJ966408	658[0n]	Finland	60.165	19.536
ZMUO.007343	Curculionidae	Bothrynoderes affinis	KJ965286	658[0n]	Finland	60.165	19.536
ZMUO.007344	Curculionidae	Bothrynoderes affinis	KJ965989	658[0n]	Finland	60.165	19.536
ZMUO.000546	Curculionidae	Bothrynoderes affinis	KJ965892	658[0n]	Finland	59.763	23.039
ZMUO.004682	Curculionidae	Brachonyx pineti	KJ963383	658[0n]	Finland	59.825	23.010
ZMUO.004866	Curculionidae	Brachonyx pineti	KJ964062	658[0n]	Finland	60.162	24.697
ZMUO.003412	Curculionidae	Brachonyx pineti	KJ966276	658[0n]	Finland	59.837	23.164
ZMUO.007500	Curculionidae	Brachyderes incanus	KJ966400	654[4n]	Estonia	57.841	27.464
ZMUO.004669	Curculionidae	Brachyderes incanus	KJ965002	658[0n]	Finland	59.825	23.010
ZMUO.001139	Curculionidae	Brachyderes incanus	KJ962877	658[0n]	Finland	62.620	29.569
ZMUO.001427	Curculionidae	Brachyderes incanus	KJ965292	658[0n]	Finland	60.199	22.060
ZMUO.005305	Curculionidae	Brachyderes incanus	KJ964915	658[0n]	Finland	60.463	23.646
ZMUO.005010	Staphylinidae	Brachygluta fossulata	KJ963640	658[0n]	Finland	60.176	24.698
ZMUO.001627	Staphylinidae	Brachygluta fossulata	KJ966445	658[0n]	Finland	60.175	22.134
ZMUO.003162	Kateretidae	Brachypterolus linariae	KJ966966	658[0n]	Finland	65.901	24.471
ZMUO.005687	Kateretidae	Brachypterolus linariae	KJ965098	658[0n]	Finland	60.165	19.534
ZMUO.006473	Kateretidae	Brachypterolus pulicarius	KJ964544	658[0n]	Finland	61.204	26.050
ZMUO.007310	Kateretidae	Brachypterolus pulicarius	KJ964097	658[0n]	Sweden	56.516	16.441
ZMUO.005678	Kateretidae	Brachypterus glaber	KJ966454	614[0n]	Finland	60.165	19.534
ZMUO.005689	Kateretidae	Brachypterus glaber	KJ966828	631[0n]	Finland	60.165	19.534
ZMUO.004775	Kateretidae	Brachypterus glaber	KJ963883	658[0n]	Finland	60.160	24.613
ZMUO.004776	Kateretidae	Brachypterus glaber	KJ966142	658[0n]	Finland	60.160	24.613
ZMUO.007161	Kateretidae	Brachypterus glaber	KJ965209	658[0n]	Sweden	56.539	16.412
ZMUO.007162	Kateretidae	Brachypterus glaber	KJ963258	658[0n]	Sweden	56.539	16.412
ZMUO.003888	Kateretidae	Brachypterus urticae	KJ967195	658[0n]	Finland	61.065	28.195
ZMUO.005240	Kateretidae	Brachypterus urticae	KJ963818	658[0n]	Finland	61.510	27.251
ZMUO.007312	Kateretidae	Brachypterus urticae	KJ965552	656[0n]	Sweden	56.516	16.441
ZMUO.000724	Cerambycidae	Brachyta interrogationis	KJ962541	658[0n]	Finland	66.411	26.182
ZMUO.001905	Cerambycidae	Brachyta interrogationis	KJ966920	658[0n]	Finland	65.907	24.476
ZMUO.001904	Cerambycidae	Brachyta interrogationis	KJ964769	658[0n]	Finland	66.359	29.346
ZMUO.001930	Cerambycidae	Brachyta interrogationis	KJ962314	658[0n]	Finland	61.541	29.492
ZMUO.001931	Cerambycidae	Brachyta interrogationis	KJ964004	658[0n]	Finland	61.541	29.492
ZMUO.003039	Carabidae	Bradycellus caucasicus	KJ965565	658[0n]	Finland	67.699	29.715
ZMUO.000405	Carabidae	Bradycellus caucasicus	KJ964941	658[0n]	Finland	60.580	27.202
ZMUO.000455	Carabidae	Bradycellus caucasicus	KJ965846	658[0n]	Finland	64.969	24.720
ZMUO.004996	Carabidae	Bradycellus caucasicus	KJ966097	658[0n]	Finland	60.217	24.982
ZMUO.005400	Carabidae	Bradycellus caucasicus	KJ965307	658[0n]	Finland	61.456	27.403
ZMUO.002285	Carabidae	Bradycellus caucasicus	KJ964447	658[0n]	Finland	64.337	27.088
ZMUO.001583	Carabidae	Bradycellus ruficollis	KJ967138	658[0n]	Finland	64.969	24.720
ZMUO.001808	Chrysomelidae	Bromius obscurus	KJ963526	658[0n]	Finland	65.116	25.829
ZMUO.005012	Chrysomelidae	Bromius obscurus	KJ965083	658[0n]	Finland	60.185	24.698
ZMUO.003924	Chrysomelidae	Bromius obscurus	KJ967130	658[0n]	Finland	65.116	25.829
ZMUO.005774	Chrysomelidae	Bromius obscurus	KJ965462	658[0n]	Finland	66.291	29.630
ZMUO.001480	Carabidae	Broscus cephalotes	KJ965516	658[0n]	Estonia	57.844	27.466
ZMUO.001481	Carabidae	Broscus cephalotes	KJ963884	658[0n]	Estonia	57.844	27.466
ZMUO.006503	Carabidae	Broscus cephalotes	KJ962382	658[0n]	Finland	61.554	29.512
ZMUO.004834	Carabidae	Broscus cephalotes	KJ967509	658[0n]	Finland	59.825	23.014
ZMUO.005879	Chrysomelidae	Bruchus affinis	KJ962323	658[0n]	Sweden	56.794	16.571
ZMUO.006452	Chrysomelidae	Bruchus affinis	KJ964199	658[0n]	Sweden	56.750	16.547
ZMUO.004241	Chrysomelidae	Bruchus atomarius	KJ963329	614[0n]	Estonia	58.584	23.569
ZMUO.004271	Chrysomelidae	Bruchus loti	KJ964639	658[0n]	Estonia	57.991	25.938
ZMUO.005389	Chrysomelidae	Bruchus loti	KJ964856	622[0n]	Finland	61.456	27.403
ZMUO.005940	Chrysomelidae	Bruchus loti	KJ962457	633[0n]	Finland	60.314	24.258
ZMUO.007826	Staphylinidae	Bryaxis puncticollis	KJ966621	658[0n]	Sweden	56.794	16.571
ZMUO.007827	Staphylinidae	Bryaxis puncticollis	KJ964069	658[0n]	Sweden	56.794	16.571
ZMUO.006593	Haliplidae	Brychius elevatus	KJ965669	658[0n]	Finland	66.288	29.646
ZMUO.005784	Haliplidae	Brychius elevatus	KJ963990	658[0n]	Finland	66.291	29.630
ZMUO.005785	Haliplidae	Brychius elevatus	KJ961802	658[0n]	Finland	66.291	29.630
ZMUO.003081	Staphylinidae	Bryophacis maklini	KJ963451	658[0n]	Finland	67.699	29.715
ZMUO.006786	Staphylinidae	Bryoporus cernuus	KJ963017	658[0n]	Finland	65.781	24.212
ZMUO.003900	Staphylinidae	Bryoporus cernuus	KJ963972	657[1n]	Finland	65.132	25.945
ZMUO.003176	Staphylinidae	Bryoporus cernuus	KJ965782	658[0n]	Finland	67.699	29.715
ZMUO.007520	Buprestidae	Buprestis dalmatina	KJ964140	631[0n]	Montenegro		
ZMUO.007526	Buprestidae	Buprestis dalmatina	KJ963170	658[0n]	Montenegro		
ZMUO.007524	Buprestidae	Buprestis haemorrhoidalis	KJ962180	658[0n]	Finland	61.201	25.149
ZMUO.001953	Buprestidae	Buprestis haemorrhoidalis	KJ963362	658[0n]	Finland	65.116	25.829
ZMUO.001954	Buprestidae	Buprestis haemorrhoidalis	KJ962529	658[0n]	Finland	60.275	19.826
ZMUO.007509	Buprestidae	Buprestis novemmaculata	KJ963214	658[0n]	Finland	59.861	23.162
ZMUO.007537	Buprestidae	Buprestis octoguttata	KJ963469	621[2n]	Finland	59.866	23.340
ZMUO.001488	Buprestidae	Buprestis rustica	KJ965973	658[0n]	Finland	65.132	25.945
ZMUO.005162	Attelabidae	Byctiscus betulae	KJ964462	620[0n]	Finland	60.484	26.399
ZMUO.006865	Attelabidae	Byctiscus betulae	KJ966492	658[0n]	Finland	65.901	24.471
ZMUO.005584	Attelabidae	Byctiscus populi	KJ966106	639[1n]	Finland	60.314	24.258
ZMUO.005932	Attelabidae	Byctiscus populi	KJ966588	658[0n]	Finland	60.314	24.258
ZMUO.003115	Byrrhidae	Byrrhus arietinus	KJ965817	658[0n]	Finland	68.053	24.065
ZMUO.006917	Byrrhidae	Byrrhus arietinus	KJ964287	658[0n]	Finland	68.053	24.065
ZMUO.003902	Byrrhidae	Byrrhus fasciatus	KJ966607	658[0n]	Finland	65.132	25.945
ZMUO.001474	Byrrhidae	Byrrhus fasciatus	KJ964461	658[0n]	Finland	69.909	27.038
ZMUO.005592	Byrrhidae	Byrrhus fasciatus	KJ964901	635[0n]	Finland	60.314	24.258
ZMUO.005836	Byturidae	Byturus ochraceus	KJ962097	658[0n]	Sweden	57.016	16.118
ZMUO.006395	Byturidae	Byturus ochraceus	KJ964335	658[0n]	Sweden	56.932	16.424
ZMUO.000637	Byturidae	Byturus tomentosus	KJ966625	658[0n]	Finland	65.116	25.829
ZMUO.003151	Byturidae	Byturus tomentosus	KJ967173	658[0n]	Finland	65.901	24.471
ZMUO.006869	Byturidae	Byturus tomentosus	KJ964502	658[0n]	Finland	65.901	24.471
ZMUO.005446	Byturidae	Byturus tomentosus	KJ963572	657[1n]	Finland	61.438	27.384
ZMUO.004508	Staphylinidae	Cafius xantholoma	KJ962437	631[1n]	Finland	59.825	23.010
ZMUO.004509	Staphylinidae	Cafius xantholoma	KJ961992	658[0n]	Finland	59.825	23.010
ZMUO.001001	Staphylinidae	Cafius xantholoma	KJ965509	658[0n]	Finland	60.240	19.484
ZMUO.001002	Staphylinidae	Cafius xantholoma	KJ967335	657[1n]	Finland	60.240	19.484
ZMUO.003344	Staphylinidae	Cafius xantholoma	KJ965017	658[0n]	Finland	60.013	20.966
ZMUO.005094	Carabidae	Calathus ambiguus	KJ967392	658[0n]	Finland	60.224	25.164
ZMUO.005096	Carabidae	Calathus ambiguus	KJ965504	658[0n]	Finland	60.224	25.164
ZMUO.004984	Carabidae	Calathus erratus	KJ962182	658[0n]	Finland	60.224	25.164
ZMUO.001171	Carabidae	Calathus erratus	KJ963439	658[0n]	Finland	60.212	20.240
ZMUO.001076	Carabidae	Calathus erratus	KJ962591	658[0n]	Finland	60.240	19.484
ZMUO.001618	Carabidae	Calathus erratus	KJ967306	658[0n]	Finland	60.175	22.134
ZMUO.006081	Carabidae	Calathus erratus	KJ964192	658[0n]	Finland	59.963	22.852
ZMUO.005708	Carabidae	Calathus fuscipes	KJ967451	658[0n]	Finland	60.212	20.240
ZMUO.005709	Carabidae	Calathus fuscipes	KJ965445	658[0n]	Finland	60.212	20.240
ZMUO.006709	Carabidae	Calathus fuscipes	KJ963720	658[0n]	Finland	60.212	20.240
ZMUO.005055	Carabidae	Calathus fuscipes	KJ966889	658[0n]	Finland	60.090	19.917
